title,description
"손흥민, 한 시즌 개인 최다 22호골…리그 득점은 ‘차붐’과 나란히",잉글랜드 프로축구 프리미어리그 토트넘의 손흥민(29)이 자신의 한 시즌 모든 공식 경기 최다골 기록을 새로 썼다. 하지만 팀 패배로 웃지 못했다. 손흥민은 8일 리즈 유나이티드와 벌인 프리미어리그 35라운드 원정... 
"손흥민, EPL 공식 ‘주간 베스트 11’",손흥민이 2일 리그 16호 골을 기록한 뒤 세리머니를 하고 있다. AFP연합뉴스 손흥민이 잉글랜드 프로축구 토트넘 홋스퍼를 대승으로 이끈 공을 인정받아 프리미어리그(EPL) 공식 주간 베스트11에 선정됐다. EPL 사무국이... 
"英언론, 손흥민에 팀내 평점 2위 주며 “찬란한 골 넣었지만…”",영국 언론에서 손흥민(29·토트넘 훗스퍼)에게 팀내 평점 2위인 7점을 주면서 칭찬도 했지만 아쉬움을... 원정경기에서 손흥민의 득점에도 1-3으로 패하고 말았다. 전반 13분만에 왼쪽에서 크로스 이후 토트넘 수비수... 
"'평점 9.49' 손흥민, EPL 주간 베스트11 '줄줄이' 선정","손흥민(29·토트넘)의 이름이 빠지지 않고 있다. EPL 공식 주간 베스트11은 물론 현지 언론이 선정한 리스트에도 줄줄이 선정되고 있는데, 그만큼 지난 셰필드 유나이티드전 활약상이 눈부셨다는 의미다. 손흥민은 EPL... "
"손흥민 동료 라멜라, 욕설 메시지 보낸 한국인 공개… 가족은 건들지마",손흥민의 동료인 라멜라는 11일(한국시각) 자신의 인스타그램에 한국인 A씨가 보낸 메시지를 공개했다. A씨는 라멜라에게 엿 먹어라며 가족을 향한 욕설 메시지를 보냈다. 이에 라멜라는 사람들은 안 변한다고 지적하며... 
손흥민 '전설' 차범근과 '타이'…한 시즌 최다골 , '슈퍼손' 손흥민(29)이 한국 축구의 전설 차범근(68) 전 국가대표팀 감독과 어깨를 나란히 했다. 손흥민은 8일(이하 한국시각) 잉글랜드 앨런드 로드에서 열린 리즈 유나이티드와 2020-2021 잉글리시 프리미어리그 35라운드... 
"지소연, 손흥민도 못 가져본 우승컵 ‘벌써 10번째’",같은 연고의 토트넘 남자팀에서 활약하는 손흥민이 아직까지 프로 커리어 첫 우승컵을 들어 올리지 못한 반면 지소연은 첼시의 주축 선수로서 팀과 함께 승승장구하고 있다. 데일리안
"'리그 17호골' 손흥민, 차붐 기록과 나란히! 개인 한 시즌 최다골도 경신",토트넘 홋스퍼의 손흥민이 새로운 역사를 썼다. 손흥민은 8일 오후 8시 30분(한국시간) 영국 웨스트요크셔주의 엘런드 로드에서 열린 2020/2021 잉글리시 프리미어리그(EPL) 35라운드 리즈 유나이티드와의 원정 경기에서... 
시즌 최다 골‧리그 17호골 손흥민…차범근과 타이,손흥민이 시즌 공식전 22번째 득점에 성공하는 모습. [사진=뉴시스] 프로 데뷔 후 자신의 한 시즌 개인 최다골 신기록을 쓰고 ‘전설’ 차범근 전 감독과 한국인 유럽리그 한 시즌 최다골 타이기록을 세운 손흥민... 
손흥민 한 시즌 최다 22호 골 폭발,영국 축구 프리미어리그 손흥민 선수가 오늘 22호 골을 터뜨리며 프로 데뷔 이후 한 시즌 최다 득점 기록을 갈아치웠습니다. 손흥민은 리즈 유나이티드와 경기에서 전반 25분 1대 1 동점을 만드는 골을 터뜨렸습니다.... 
라멜라 향한 한국인 욕설에 “손흥민 사례서 보이콧 효과 없는 듯”,"라멜라가 손흥민의 팀 동료이고, 손흥민 역시 유럽에서 여러 차별로 고생한다는 게 익히 알려져 있기 때문에 낯부끄러운 일이었다. 특히 최근에는 손흥민을 비롯해 선수를 향한 인종차별, 비난 이슈가 심각해지자... "
"레알, 손흥민 절친 오리에 노린다...우측 풀백 보강",손흥민의 절친인 세르주 오리에가 토트넘을 떠날까? 프랑스 매체 풋메르카토는 10일(한국시각) 레알 마드리드가 토트넘 홋스퍼의 우측 풀백인 세르주 오리에를 문의했다고 전했다. 매체는 레알 마드리드가 우측 풀백... 
'10-10 가입' 손흥민 EPL 주간 베스트11 올라,손흥민(29·토트넘)이 잉글랜드 프리미어리그(EPL) 공식 주간 베스트11에 뽑혔다. 손흥민은 EPL 사무국이 5일(이하 한국 시간) 공개한 ‘앨런 시어러의 금주의 팀’에서 4-3-3 포메이션의 왼쪽 공격수로 이름을 올렸다.... 
"손흥민, 자신감 넘쳤던 2020년 같았다…현지 평점 9점",한 시즌 개인 최다골 타이기록과 두 시즌 연속 10-10 클럽에 가입한 손흥민(29·토트넘)이 현지 매체로부터 높은 평가를 받았다. 손흥민은 3일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 2020~2021시즌... 
계속되는 기록 경신 도전…우승컵만 빠진 손흥민의 ‘별의 순간’,“토트넘의 암울했던 시즌에서 몇 안되는 긍정적인 선수 중 한 명이다.” 손흥민(29·토트넘)이 자신의... 손흥민은 오는 16일(한국시간) 울버햄튼과의 2020-2021 잉글랜드 프리미어리그(EPL) 36라운드 홈경기서 새 역사에... 
"'차붐' 기록에 도전장…손흥민, 리즈전 선발 출격[현장라인업]",손흥민. 런던 | EPA연합뉴스 손흥민(29·토트넘)이 차범근 전 감독의 기록에 도전한다. 토트넘은 8일(한국시간) 오후 8시30분 영국 리즈 엘런드로드에서 2020~2021시즌 잉글랜드 프리미어리그(EPL) 35라운드 리즈... 
'SON 저평가 심하네...' 겨우 541억 그친 손흥민 몸값 (CIES),잉글랜드 프리미어리그(손흥민(29·토트넘)의 시장가치가 여전히 5000만 유로(약 676억원)를 밑도는... 국제축구연맹(FIFA) 산하 국제스포츠연구센터(CIES)는 9일(한국시간) 손흥민의 5월 현재 몸값을 최저 4000만... 
"손흥민 1골-1도움, 2시즌 연속 10-10 클럽",손흥민이 2일(현지시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 셰필드 유나이티드와의 2020-21시즌 잉글랜드 프리미어리그(EPL) 34라운드에 선발 출전해 공을 다투고 있다. 손흥민은 1골-1도움으로 리그 16호... 
"'가족 욕까지…' 손흥민 토트넘 동료, 치욕적인 악플 단 한국인 대놓고 박제했...",손흥민의 소속팀 동료가 한국인 악플러를 공개 저격했다.토트넘 홋스퍼의 에릭 라멜라는 11일 인스타그램... 한편 라멜라는 최근 손흥민을 포함한 팀 동료들에게 패스를 주지 않고 무리한 기술을 시도하는 등 부진한 모습을... 
"손흥민, 개인 한 시즌 최다 22호골 …리그 3경기 연속골",손흥민(29·토트넘)이 프로 데뷔 이후 자신의 한 시즌 최다 득점 기록을 새로 썼다. 손흥민은 8일(현지시간) 영국 리즈의 엘런드 로드에서 열린 2020-2021 잉글랜드 프리미어리그(EPL) 35라운드 원정 경기에서 전반... 
"'커리어 하이+차붐 동률' 손흥민, 평점 7.0점-케인 6.6점","전반 25분 손흥민이 동점골을 꽂아 넣었지만, 전반 종료 직전 뱀포드에게 또 한 골을 내주며 고개를... 손흥민 입장에서는 아쉬움이 남을 수밖에 없다. 그는 리그 3경기 연속 득점포를 가동하며 올 시즌 17번째 득점을... "
"'빛 바랜 17호 골' 손흥민, 리즈전 평점 7.0점","손흥민은 8일(한국시간) 영국 리즈의 엘런드 로드에서 열린 2020-2021시즌 잉글랜드 프리미어리그 35라운드... 0대1로 뒤진 전반 18분 델레 알리의 침투 패스가 수비 사이를 뚫고 페널티 박스 안으로 흘렀고, 손흥민이... "
손흥민 EPL 공식 주간 베스트11 선정,잉글랜드 프로축구 토트넘 홋스퍼를 대승으로 이끈 손흥민(29)이 프리미어리그(EPL) 공식 주간 베스트11에 이름을 올렸다. 손흥민은 EPL 사무국이 5일(이하 한국시간) 홈페이지와 SNS를 통해 공개한 '앨런 시어러의 이주의... 
"손흥민, EPL 주간 베스트11 이름 올려","손흥민(29, 토트넘)이 잉글리시 프리미어리그(EPL) 주간 베스트11에 선정됐다. EPL 사무국은 5일(이하 한국시간) 공식 홈페이지와 소셜 미디어(SNS)를 통해 주간 베스트11 라인업을 발표했다. 손흥민은 4-3-3 포메이션에서... "
"'리그 17호골' 손흥민, 차범근 기록에 35년만에 동률 '대기록'[토트넘-리즈]",손흥민(토트넘 훗스퍼)이 차범근의 한시즌 리그 최다골 기록인 17골과 동률을 이뤄냈다. 토트넘 훗스퍼는... 원정경기에서 손흥민의 동점골로 전반 25분까지 1-1로 맞서고 있다. 전반 13분만에 리즈가 왼쪽에서 낮은... 
"'리그 17호골+시즌 최다골' 손흥민, 차붐과 어깨 나란히...리즈전 평점 7",리그 17호골을 터뜨린 손흥민이 리즈 유나이티드전에서 평점 7을 받았다. 토트넘은 8일(한국시간) 밤 영국... 토트넘은 손흥민의 만회골이 나왔지만 역부족이었다. 토트넘은 승점 56에 머물며 리그 6위를 유지했다.... 
손흥민 10호 도움…2시즌 연속 '10-10' 클럽 가입,"토트넘 홋스퍼(잉글랜드)의 손흥민이 리그 10호 도움을 기록, 2시즌 연속 두 자릿수 득점과 두 자릿수 도움을 기록하는 '10-10 클럽'에 가입했다. 손흥민은 3일(이하 한국시간) 토트넘 홋스퍼 스타디움에서 열린 2020... "
손흥민 EPL 17호 골 맛…전설 ‘차붐’과 어깨,"리즈전서 정규 또 개인 최다 골, 20골·공격포인트 40개도 도전 잉글랜드 프리미어리그(EPL) 토트넘 홋스퍼에서 뛰는 손흥민이 자신의 한 시즌 최다 골 기록을 새로 썼다.  손흥민은 지난 8일(한국시간) 영국 리즈... "
'SON 앞엔 단 2명뿐'... EPL 득점 단독 3위 오른 손흥민,손흥민(29·토트넘)이 잉글랜드 프리미어리그(EPL) 득점 순위 단독 3위로 올라섰다. 손흥민은 8일 오후 8시 30분(한국시간) 영국 리즈 엘런드 로드에서 열린 리즈 유나이티드와의 2020~2021 잉글랜드 프리미어리그(EPL)... 
DM으로 패드립 날린 '한국인' 인스타 스토리에 박제한 '손흥민 동료' 라멜라,= 손흥민의 동료 에릭 라멜라가 SNS로 욕설을 보내온 한국인을 공개 저격했다.11일(한국 시간) 라멜라는... 더구나 그는 앞선 경기에서도 손흥민에게 패스하지 않고 욕심을 부리다 실책한 적이 여러 번 있어 국내 여론이... 
"토트넘, 리즈전 KBS 라인 가동 예상.. 손흥민 시즌 최다골 도전","손흥민은 개인 시즌 최다골을 노린다. 토트넘은 8일 오후 8시30분(한국시간) 영국 리즈의 엘런드 로드에서... 이를 위해 토트넘은 KBS(해리 케인, 가레스 베일, 손흥민) 라인을 가동할 것으로 보인다. 영국 '이브닝... "
"손흥민 최다골에 10-10클럽까지…토트넘, 셰필드에 4-0 대승",잉글랜드 프로축구 토트넘 홋스퍼의 손흥민(29)이 시즌 16호 골로 자신의 한 시즌 최다골 타이기록을 쓰며 2시즌 연속 리그 10골-10도움 클럽에도 가입했다. 손흥민은 3일(이하 한국시간) 영국 런던의 토트넘... 
차붐과 어깨? 오늘밤 ‘손흥민 타임’,‘슈퍼 소니’ 손흥민은 지난 셰필드 유나이티드와의 경기에서 토트넘 구단 최초 두 시즌 연속 10-10클럽 가입에 이어 ‘차붐’ 차범근의 대기록에 도전한다. 손흥민은 리즈와의 경기에서 ‘전설’ 차범근의 한국인... 
"손흥민, 시즌 개인 최다 22호골",손흥민 선수가 프로 데뷔 이후 자신의 한 시즌 최다 득점 기록을 세웠습니다. 손흥민은 현지 시간으로 어제 영국 리즈의 엘런드 로드에서 열린 리즈 유나이티드와의 잉글랜드 프리미어리그 35라운드 원정 경기에서... 
"한결같고 믿음직스러워 손흥민, 세계 최고 윙어 5위 선정...스털링-마네-산...",손흥민이 영국 매체가 선정한 세계 최고 윙어 5위에 이름을 올렸다. 영국 매체 &lt;데일리 스타&gt;는 10일 전 세계에서 뛰고 있는 윙어는 많다. 과연 누가 최고라고 할 수 있을까?라며 10명을 선정했다. 손흥민은 5위에 이름을... 
"손흥민, 알리의 멋진 패스 받아 득점 평가와 평점 6점…케인 5점",잉글랜드 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민이 평점 6점을 받았다. 토트넘은 8일(한국시간) 영국 앨런드 로드에서 열린 리즈 유나이티드와의 2020-21 EPL 35라운드에서 1-3으로 졌다. 손흥민은 0-1로 끌려가던 전반... 
"'셰필드전 1골 1도움' 손흥민, EPL '이 주의 팀' 공격수 선정",사진=EPL 홈페이지[이데일리 스타in 이석무 기자] 소속팀 토트넘 핫스퍼의 대승을 이끈 손흥민(29)이... 손흥민은 4-3-3 포메이션의 왼쪽 공격수로 이름을 올렸다. 시어러는 손흥민에 대해 “개러스 베일의 두 번째 골을... 
"손흥민, EPL 17호골 폭발…한 시즌 개인 최다골 경신",韓 유럽리그 최다골 타이…'전설' 차범근과 어깨 나란히 '손세이셔널' 손흥민(29·토트넘)이 '전설' 차범근과 어깨를 나란히 했다. 손흥민은 8일(한국시간) 영국 앨런드 로드에서 열린 리즈 유나이티드와의 2020... 
"‘1득점 1도움’ 손흥민, EPL 공식 주간 베스트11로 뽑혀",손흥민(29·토트넘 홋스퍼)이 잉글랜드 프로축구 프리미어리그(EPL) 공식 주간 베스트11로 선정됐다. EPL 사무국이 5일 오전(한국시간) 홈페이지와 SNS를 통해 공개한 ‘앨런 시어러의 이주의 팀’에서 손흥민은 4-3-3... 
"'1골 1도움' 손흥민, 베일과 함께 EPL '이주의 팀'에 선정",펼친 손흥민(29·토트넘)이 잉글랜드 프리미어리그(EPL) 이주의 팀에 선정됐다. EPL 사무국은 5일(한국시간) 공식 채널을 통해 앨런 시어러가 선정한 '34라운드 이주의 팀'을 발표했다. 손흥민은 왼쪽 측면 공격수로 이름을... 
"'1골 1도움' 손흥민, EPL 주간 베스트11 선정",토트넘의 대승을 이끌었던 손흥민이 프리미어리그(EPL) 공식 주간 베스트11에 선정됐다. EPL 사무국이 오늘(5일) 홈페이지와 SNS를 통해 공개한 '앨런 시어러의 이주의 팀'에서 손흥민은 4-3-3 포메이션의 왼쪽 공격수로... 
메시도 호날두도 못 오른…‘10-10 고지’에 우뚝 선 손흥민,이어가 손흥민(29·토트넘)은 골과 도움을 가리지 않는 ‘토털 패키지’다. 이런 손흥민이 2경기 연속 골에 도움까지 추가하며 구단 역사에 기념비적인 업적을 세웠다. 손흥민은 3일 영국 런던 토트넘 홋스퍼... 
"손흥민, 한 시즌 최다골 타이…두 시즌 연속 10-10 클럽",'손세이셔널' 손흥민(29·토트넘)이 한 시즌 개인 최다골 타이기록과 함께 두 시즌 연속 10-10 클럽에 가입했다. 손흥민은 3일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 2020~2021시즌 잉글랜드 프로축구... 
"자신도 넘고, 35년간 누구도 못한 차범근의 고지도 밟은 손흥민[스한 이슈人]",자신도 넘어서고 35년간 누구도 넘보지 못했던 차범근의 고지마저 밟은 손흥민(29·토트넘 훗스퍼)의... 원정경기에서 손흥민의 득점에도 1-3으로 패하고 말았다. 전반 13분만에 왼쪽에서 크로스 이후 토트넘 수비수... 
“38골 손흥민×케인 EPL 최강” 유럽 5대 리그 듀오 3위 찬사,"환상의 호흡을 자랑하는 토트넘 홋스퍼 손흥민(28)과 해리 케인(27)이 득점 랭킹 상위권에 포함됐다. 유럽... 각각 17골, 21골씩 터트리며 토트넘을 먹여 살리고 있는 손흥민과 케인이 3위 영예를 안았다. 매체는... "
손흥민 1골1도움 맹활약 ‘한 시즌 최다골 타이 기록’,잉글랜드 프로축구 토트넘의 손흥민이 한 시즌 최다골 타이 기록을 달성하며 팀의 대승을 이끌었습니다. 손흥민은 3일 새벽(한국시각) 영국 런던에서 열린 프리미어리그 34라운드 셰필드 유나이티드와의 경기에서... 
"‘10-10 클럽’ 손흥민, 후스코어드닷컴 이주의 팀 선정",1골 1도움의 맹활약으로 팀의 4-0 대승을 이끈 손흥민(29·토트넘)이 ‘후스코어드닷컴’에서 선정한... 토트넘 홋스퍼의 손흥민이 팀 동료 가레스 베일과 서지 오리에와 함께 뽑혔다. 손흥민은 3일 영국 런던 토트넘... 
SON이 놓칠 리 없지 현지도 극찬한 손흥민 '원샷원킬',결정적인 기회를 놓치지 않은 손흥민(29·토트넘)의 '원샷원킬'에 현지에서도 박수가 쏟아졌다. 손흥민은 8일 오후 8시 30분(한국시간) 영국 리즈 엘런드 로드에서 열린 리즈 유나이티드와의 2020~2021 잉글랜드... 
"‘리그 17호골’ 손흥민, 평점 7점... 베일 이어 팀 내 두 번째",득점포를 가동한 손흥민(토트넘 홋스퍼)이 팀 내에서 높은 평점을 받았다. 손흥민은 8일 오후 8시 30분(한국시간) 영국 웨스트요크셔주의 엘런드 로드에서 열린 2020/2021 잉글리시 프리미어리그(EPL) 35라운드 리즈... 
'1골 1도움' 손흥민에 후한 평점…시즌 초 자신감 되찾아,셰필드 유나이티드전에서 1골 1도움을 올리며 토트넘 홋스퍼의 대승에 일조한 손흥민이 평점을 후하게 받았다. 손흥민은 3일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 셰필드와의 2020-2021시즌 잉글랜드... 
"'리그 17호골' 손흥민, '전설' 차범근과 동률...토트넘, 리즈에 1-2 (전반 종...","손흥민이 이번 시즌 리그 17호골을 터뜨리며 차범근과 어깨를 나란히 했고, 한 시즌 개인 최다골 기록까지... 토트넘은 선제골을 내줬지만 손흥민의 동점골로 균형을 맞췄다. 하지만 리즈가 전반 막판 추가골을... "
"토트넘 손흥민 동료 라멜라, 인스타로 욕한 한국인 공개",손흥민(29·토트넘 핫스퍼)의 팀 동료인 에릭 라멜라(29)가 인스타그램 메시지로 자신에게 욕설을 한... 교체로 출전한 라멜라는 선발로 나선 손흥민과 호흡을 맞췄지만 동료에게 패스하지 않고 개인플레이를 했다는... 
"[프리미어리그] 손흥민, 유럽리그 한시즌 최다골 타이 '차범근 넘어설까'",토트넘의 손흥민.ⓒAFPBBNews 손흥민(29·토트넘)이 차범근 기록과 어깨를 나란히 했다. 손흥민은 8일(한국시간) 영국 앨런드 로드에서 열린 리즈 유나이티드와의 2020~2021시즌 잉글랜드 프리미어리그(EPL)... 
"'한국 축구사 그자체'가 된 손흥민, 자신을 넘어 차범근에 왔다",해외축구에서만큼은 손흥민은 모든 부분에서 한국 축구사를 새로 쓰게 됐다. 개인 최다이자 한국인... 이미 통산 최다골 등 모든 기록을 점령 중인 손흥민은 리즈 유나이티드전 득점으로 한국 축구사를 새롭게 썼다.... 
‘득점 3위-개인 최다-차범근’ 역사적인 날도 웃지못한 손흥민,대단했고 역사적인 날을 보냈음에도 손흥민(29·토트넘 훗스퍼)은 웃을 수 없었다. 토트넘 훗스퍼는 8일... 원정경기에서 손흥민의 득점에도 1-3으로 패하고 말았다. 전반 13분만에 왼쪽에서 크로스 이후 토트넘 수비수... 
"손흥민, 리즈전 전반 25분 17호골...차범근과 리그 득점 동률+시즌 최다골 경...","손흥민이 이번 시즌 리그 17호골을 터뜨리며 차범근과 어깨를 나란히 했고, 한 시즌 개인 최다골 기록까지... 토트넘은 선제골을 내줬지만 손흥민의 동점골로 균형을 맞췄다. 손흥민은 이날 선발 출전해 리그 3경기... "
"손흥민, 한 시즌 최다골 타이…두 시즌 연속 10-10 클럽(종합)",'손세이셔널' 손흥민(29·토트넘)이 한 시즌 개인 최다골 타이기록과 함께 두 시즌 연속 10-10 클럽에 가입했다. 손흥민은 3일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 2020~2021시즌 잉글랜드... 
6년 전 '차붐'이 말했다 내 진짜 기록은 17골…손흥민이 우상 앞에 섰다 [S...,차범근(오른쪽) 감독과 손흥민이 지난 2018년 5월21일 서울광장에서 진행된 2018 러시아월드컵 출정식에... 최다골 얘기가 나온 건 ‘포스트 차붐’으로 불린 손흥민(토트넘)의 골 레이스 때문이다. 손흥민은 그 시기... 
"손흥민, 토트넘 최초 '2년 연속 10-10'",타이 손흥민(29)이 토트넘 홋스퍼 구단 역사상 최초로 리그 10골-10도움을 2년 연속 달성했다. 최근 5경기 세 골(리그 기준)로 다시 살아나는 모습이다. 손흥민은 3일(한국시간) 영국 런던 토트넘 홋스퍼 스타디움에서... 
"'1골 1도움' 손흥민, EPL 공식 주간 베스트11 선정",이끈 손흥민(토트넘 홋스퍼)이 EPL 공식 주간 베스트11에 이름을 올렸다. EPL 사무국이 5일 홈페이지와 SNS를 통해 공개한 '앨런 시어러의 이주의 팀'에서 손흥민은 4-3-3 포메이션의 왼쪽 공격수로 이름을 올렸다.... 
손흥민 시즌 22호골 … 토트넘은 챔스 탈락 위기,토트넘 손흥민이 지난 8일(한국시간) 영국 리즈의 앨런드 로드에서 벌어진 리즈 유나이티드와의 2020~2021... `손세이셔널' 손흥민(29)은 이번 시즌 연일 새 역사를 쓰며 커리어 하이를 찍고 있다. 하지만 정작... 
"'동점골' 손흥민, 평점 7점 '팀 내 2위'...1위는?","손흥민이 3경기 연속골을 넣었지만, 빛이 바랬다. 토트넘 홋스퍼는 8일(한국시각) 열린 2020/21시즌 프리미어리그 35라운드 리즈 유나이티드 원정 경기에서 1-3으로 패했다. 손흥민이 0-1로 뒤진 전반 25분 델레 알리의 패스를... "
"손흥민, 리그 17호 골 작렬...전설 '차붐' 대기록과 타이",손흥민(토트넘홋스퍼)이 차범근 전 감독이 가지고 있던 한국인 유럽 리그 단일 시즌 최다골 기록(17골)과... 손흥민은 전반 25분 알리의 침투패스를 받아 페널티박스 안에서 1대 1 찬스를 침착하게 성공했다. 이... 
"초반 '환상적' 중반 '굴곡' 손흥민, '최다골' 시즌으로 해피엔딩?",뛰는 손흥민이 3일(이하 한국시간) 시즌 21호골을 기록하며 자신이 4년 전 세웠던 한 시즌 최다 골 기록을 따라잡았다. 시즌 초반 환상적인 모습을 보이다 중반부에 이르러 잠시 삐끗하기도 했던 손흥민이 이번 시즌을... 
"'한 시즌 최다 골' 손흥민, 팀에서 평점 세 번째 높아...토트넘은 리그 7위",정석준 기자 mp1256@ajunews.com 손흥민이 프로 데뷔 이후 한 시즌 최다 골 기록을 경신했다. 8일(한국시간)... 경기에서 손흥민이 동점 골을 기록했다. 이날 선발 출전한 손흥민은 전반 25분 0-1 상황에서 델리 알리에게... 
"'기록의 사나이' 손흥민, 토트넘 최초 두시즌 연속 '10-10'","손흥민이 골과 도움을 각각 하나씩 기록하며 팀을 대승으로 이끌었습니다. 또, 팀 사상 처음으로 두 시즌... [리포트] '단짝' 케인을 향한 로빙 패스로 감각을 조율한 손흥민. 송곳같은 왼발 중거리 슈팅은, 골키퍼의... "
손흥민 ‘1골 1도움’ 맹활약... 2시즌 연속 10-10 대기록,토트넘의 손흥민(29)이 1골 1도움을 추가하며 팀의 4-0 대승을 이끌었다. 구단 역사상 처음으로 2시즌 연속... 손흥민은 3일(한국 시각) 토트넘 홋스퍼 스타디움에서 열린 2020-21 잉글랜드 프리미어리그(PL) 34라운드... 
"손흥민 최다골에 10-10클럽까지…토트넘, 셰필드에 4-0 대승",잉글랜드 프로축구 토트넘의 손흥민이 시즌 16호 골로 자신의 한 시즌 최다골 타이기록을 쓰며 2시즌 연속 리그 10골-10도움 클럽에도 가입했습니다. 손흥민은 영국 런던의 토트넘 홋스퍼 스타디움에서 열린... 
토트넘 손흥민 1골 1도움으로 2연속 10-10클럽,손흥민(29·토트넘)이 1골1도움으로 펄펄 날았다. 손흥민은 3일(한국시각) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 셰필드 유나이티드와의 2020~2021 잉글랜드 프리미어리그(EPL) 34라운드 안방 경기에서 후반... 
"'2년 연속 10-10 달성' 손흥민, EPL 이주의 팀 선정", 2년 연속 10골 10도움을 달성한 손흥민(토트넘)이 잉글랜드 프리미어리그(EPL) 이주의 팀에 포함됐다.... 달성한 손흥민은 좌측 윙어로 이름을 올렸다. 손흥민은 지난 3일 토트넘 홋스퍼 스타디움서 열린 2020-2021시즌... 
"‘1골-1도움’ 손흥민, EPL 주간 베스트11 선정",달성한 손흥민(토트넘)이 프리미어리그(EPL) 공식 주간 베스트11에 이름을 올렸다. EPL 사무국은 5일(이하 한국시각) 홈페이지와 SNS를 통해 ‘앨런 시어러의 이주의 팀’ 베스트11을 공개했다. 이에 따르면 손흥민은 4-3... 
"손흥민, EPL 34라운드 베스트11 선정",잉글랜드 프로축구 프리미어리그 토트넘 홋스퍼 소속 손흥민이 리그 공식 주간 베스트11에 이름을 올렸다.EPL 사무국이 5일(이하 한국시간) 홈페이지와 SNS에 공개한 ‘앨런 시어러의 이주의 팀’에 손흥민은 왼쪽... 
손흥민 2시즌 연속 EPL 10-10…토트넘 최초,매경닷컴 MK스포츠 박찬형 기자 손흥민(29)이 토트넘 홋스퍼 역사상 처음으로 잉글랜드프로축구 프리미어리그(EPL) 10득점-10도움을 2시즌 연속 달성한 선수가 됐다. 3일(한국시간) 손흥민은 2020-21 EPL 34라운드... 
'시즌 21호 골' 손흥민…두 시즌 연속 '10-10',토트넘의 손흥민 선수가 오랜만에 맹활약을 펼쳤습니다. 한 시즌 개인 최다 골과 함께 두 시즌 연속 10골... ◀ 리포트 ▶ 컵대회 결승전에서의 무기력한 플레이로 현지 언론과 팬들의 비난을 받았던 손흥민. 오늘은... 
"손흥민 리즈전 선발, 3G 연속골 도전...케인-베일 동시 출격 [공식발표]","토트넘의 손흥민이 리즈 유나이티드전에 선발로 나서 3경기 연속골을 노린다. 토트넘은 8일(한국시간)... 손흥민은 이날 선발 출전해 리그 3경기 연속골에 도전한다. 손흥민은 지난 사우스햄튼, 셰필드... "
"손흥민, 도움 이어 리그 16호 골 '쾅'…토트넘 '대승'",→ [원문에서 영상 보기] https://news.sbs.co.kr/n/?id=N1006304861 토트넘의 손흥민 선수가 셰필드전에서 리그 16호... &lt;기자&gt; 측면 공격수로 선발 출전한 손흥민은 초반부터 활발하게 움직이며 토트넘의 공격을 이끌었습니다.... 
손흥민 ‘1골-1도움’ 폭발…2년 연속 리그 10G-10AS 달성,"손흥민(토트넘)이 셰필드 유나이티드를 상대로 1골 1도움을 기록하며 2년 연속 10골-10도움을 달성했다.... 손흥민은 후반 16분 가레스 베일의 골을 어시스트했고, 후반 32분 오른발 감아차기로 팀의 네 번째 쐐기골을... "
"시어러 '손흥민, 장거리에서도 뛰어난 결정력…위협적인 선수'",손흥민이 프리미어리그 사무국이 선정한 주간 베스트11에 이름을 올렸다. 프리미어리그 사무국은 4일... 손흥민은 지난 3일 열린 셰필드 유나이티드와의 경기에서 1골 1어시스트의 맹활약을 펼치며 토트넘의 4-0 대승... 
"'1골-1도움' 손흥민, EPL 선정 '이주의 팀' 포함...깔끔한 마무리 능력 보여...",기록한 손흥민이 잉글랜드 프리미어리그(EPL) 이주의 팀에 선정됐다. EPL 사무국은 5일(이하 한국시각) 공식 채널을 통해 2020~2021시즌 EPL 34라운드 '앨런 시어러의 이주의 팀'을 발표했다. 손흥민은 지난 3일 열린 셰필드... 
손흥민 시즌 17호 골 '쾅··· 차범근과 '한국인 유럽리그 한 시즌 최다골' ...,프리미어리그 토트넘의 손흥민이 8일 영국 리즈의 엘런드 로드에서 열린 리즈 유나이티드와의 2020-2021 잉글랜드 프리미어리그(EPL) 35라운드 원정 경기에서 전반 25분 1-1 동점을 만드는 골을 터뜨렸다. 손흥민의... 
"[EPL.1st] '커리어하이' 손흥민, 6위도 위태로운 토트넘과 괴리감",달성한 손흥민의 활약에도 6위 자리마저 위태롭다. 8일(한국시간) 2020-2021 잉글랜드 프리미어리그(EPL) 35라운드에서 리즈유나이티드 원정 경기를 치른 토트넘이 1-3으로 졌다. 전반 25분 손흥민이 1-1을 만든 만회골을... 
"'손흥민 3경기 연속골' 토트넘, 리즈 원정 전반 1-2 종료",손흥민이 3경기 연속골의 맹활약을 이어간 토트넘이 리즈 유나이티드와의 맞대결에서 수비 불안을... 손흥민은 3경기 연속골과 함께 올 시즌 리그 17호골을 성공시켜 차범근이 보유하고 있는 한국 선수 유럽 4대리그 한... 
